Gene_mouse,Gene_human,orthology_type,orthology_confidence
ASPHD1,ASPHD1,ortholog_one2one,1
ASPHD2,ASPHD2,ortholog_one2one,1
ASPSCR1,ASPSCR1,ortholog_one2one,1
ASRGL1,ASRGL1,ortholog_one2one,1
ASS1,ASS1,ortholog_one2one,1
ASTN1,ASTN1,ortholog_one2one,1
ATAD1,ATAD1,ortholog_one2one,1
ATAD2B,ATAD2B,ortholog_one2one,1
ATAD5,ATAD5,ortholog_one2one,1
ATCAY,ATCAY,ortholog_one2one,1
ATE1,ATE1,ortholog_one2one,1
ATF6,ATF6,ortholog_one2one,1
ATF7IP,ATF7IP,ortholog_one2one,1
ATG12,ATG12,ortholog_one2one,1
ATG16L1,ATG16L1,ortholog_one2one,1
ATG2A,ATG2A,ortholog_one2one,1
ATG2B,ATG2B,ortholog_one2one,1
ATG3,ATG3,ortholog_one2one,1
ATG4A,ATG4A,ortholog_one2many,1
ATG4B,ATG4B,ortholog_one2one,1
ATG4C,ATG4C,ortholog_one2one,1
ATG5,ATG5,ortholog_one2one,1
ATG7,ATG7,ortholog_one2one,1
ATG9A,ATG9A,ortholog_one2one,1
ATIC,ATIC,ortholog_one2one,1
ATL1,ATL1,ortholog_one2one,1
ATL2,ATL2,ortholog_one2one,1
ATL3,ATL3,ortholog_one2one,1
ATM,ATM,ortholog_one2one,1
ATP11A,ATP11A,ortholog_one2one,1
ATP11C,ATP11C,ortholog_one2one,1
ATP13A1,ATP13A1,ortholog_one2one,1
ATP13A2,ATP13A2,ortholog_one2one,1
ATP13A3,ATP13A3,ortholog_one2one,1
ATP1A1,ATP1A1,ortholog_one2one,1
ATP1A2,ATP1A2,ortholog_one2one,1
ATP1A3,ATP1A3,ortholog_one2one,1
ATP1A4,ATP1A4,ortholog_one2one,1
ATP1B1,ATP1B1,ortholog_one2one,1
ATP1B2,ATP1B2,ortholog_one2one,1
ATP1B3,ATP1B3,ortholog_one2one,1
ATP2A1,ATP2A1,ortholog_one2one,1
ATP2A2,ATP2A2,ortholog_one2one,1
ATP2A3,ATP2A3,ortholog_one2one,1
ATP2B1,ATP2B1,ortholog_one2one,1
ATP2B2,ATP2B2,ortholog_one2one,1
ATP2B3,ATP2B3,ortholog_one2one,1
ATP2B4,ATP2B4,ortholog_one2one,1
ATP2C1,ATP2C1,ortholog_one2one,1
ATP6V0A1,ATP6V0A1,ortholog_one2one,1
ATP6V0A2,ATP6V0A2,ortholog_one2one,1
ATP6V0A4,ATP6V0A4,ortholog_one2one,1
ATP6V0D1,ATP6V0D1,ortholog_one2one,1
ATP6V0D2,ATP6V0D2,ortholog_one2one,1
ATP6V1A,ATP6V1A,ortholog_one2one,1
ATP6V1B1,ATP6V1B1,ortholog_one2one,1
ATP6V1B2,ATP6V1B2,ortholog_one2one,1
ATP6V1C1,ATP6V1C1,ortholog_one2one,1
ATP6V1C2,ATP6V1C2,ortholog_one2one,1
ATP6V1G1,ATP6V1G1,ortholog_one2one,1
ATP6V1G2,ATP6V1G2,ortholog_one2one,1
ATP6V1G3,ATP6V1G3,ortholog_one2one,1
ATP6V1H,ATP6V1H,ortholog_one2one,1
ATP7B,ATP7B,ortholog_one2one,1
ATP8A1,ATP8A1,ortholog_one2one,1
ATP8A2,ATP8A2,ortholog_one2one,1
ATP9A,ATP9A,ortholog_one2one,1
ATP9B,ATP9B,ortholog_one2one,1
ATPAF2,ATPAF2,ortholog_one2one,1
ATR,ATR,ortholog_one2one,1
ATRX,ATRX,ortholog_one2one,1
ATXN10,ATXN10,ortholog_one2one,1
ATXN1L,ATXN1L,ortholog_one2one,1
ATXN2,ATXN2,ortholog_one2one,1
ATXN2L,ATXN2L,ortholog_one2one,1
ATXN3,ATXN3,ortholog_one2many,1
ATXN3,ATXN3L,ortholog_one2many,1
ATXN7L3B,ATXN7L3B,ortholog_one2one,1
AUH,AUH,ortholog_one2one,1
AUP1,AUP1,ortholog_one2one,1
AURKA,AURKA,ortholog_one2one,1
AVEN,AVEN,ortholog_one2one,1
AVL9,AVL9,ortholog_one2one,1
AXL,AXL,ortholog_one2one,1
AZGP1,AZGP1,ortholog_one2one,1
B3GALNT2,B3GALNT2,ortholog_one2one,1
B4GALT4,B4GALT4,ortholog_one2one,1
BAAT,BAAT,ortholog_one2one,1
BABAM1,BABAM1,ortholog_one2one,1
BACH1,BACH1,ortholog_one2one,1
BACH2,BACH2,ortholog_one2one,1
BAG1,BAG1,ortholog_one2one,1
BAG2,BAG2,ortholog_one2one,1
BAG3,BAG3,ortholog_one2one,1
BAG5,BAG5,ortholog_one2one,1
BAG6,BAG6,ortholog_one2one,1
BAHD1,BAHD1,ortholog_one2one,1
BAIAP2,BAIAP2,ortholog_one2one,1
BAIAP2L1,BAIAP2L1,ortholog_one2one,1
BAIAP3,BAIAP3,ortholog_one2one,1
BAK1,BAK1,ortholog_one2one,1
BANF1,BANF1,ortholog_one2one,1
BANK1,BANK1,ortholog_one2one,1
BANP,BANP,ortholog_one2one,1
BARX2,BARX2,ortholog_one2one,1
BAX,BAX,ortholog_one2one,1
BAZ1A,BAZ1A,ortholog_one2one,1
BAZ1B,BAZ1B,ortholog_one2one,1
BBOX1,BBOX1,ortholog_one2one,1
BBS1,BBS1,ortholog_one2one,1
BBS2,BBS2,ortholog_one2one,1
BBS7,BBS7,ortholog_one2one,1
BBS9,BBS9,ortholog_one2one,1
BCAM,BCAM,ortholog_one2one,1
BCAN,BCAN,ortholog_one2one,1
BCAR3,BCAR3,ortholog_one2one,1
BCAS1,BCAS1,ortholog_one2one,1
BCAS2,BCAS2,ortholog_one2one,1
BCAS3,BCAS3,ortholog_one2one,1
BCAT2,BCAT2,ortholog_one2one,1
BCCIP,BCCIP,ortholog_one2one,1
BCHE,BCHE,ortholog_one2one,1
BCKDHA,BCKDHA,ortholog_one2one,1
BCKDHB,BCKDHB,ortholog_one2one,1
BCKDK,BCKDK,ortholog_one2one,1
BCL10,BCL10,ortholog_one2one,1
BCL11A,BCL11A,ortholog_one2one,1
BCL2L13,BCL2L13,ortholog_one2one,1
BCL2L15,BCL2L15,ortholog_one2one,1
BCL7C,BCL7C,ortholog_one2one,1
BCLAF1,BCLAF1,ortholog_one2one,1
BCO2,BCO2,ortholog_one2one,1
BCOR,BCOR,ortholog_one2one,1
BCR,BCR,ortholog_one2one,1
BCS1L,BCS1L,ortholog_one2one,1
BDH1,BDH1,ortholog_one2one,1
BDH2,BDH2,ortholog_one2one,1
BECN1,BECN1,ortholog_one2one,1
BEGAIN,BEGAIN,ortholog_one2one,1
BGN,BGN,ortholog_one2one,1
BHMT,BHMT,ortholog_one2many,1
BICC1,BICC1,ortholog_one2one,1
BICD2,BICD2,ortholog_one2one,1
BIN1,BIN1,ortholog_one2one,1
BIN2,BIN2,ortholog_one2one,1
BIRC2,BIRC2,ortholog_one2one,1
BIRC5,BIRC5,ortholog_one2one,1
BIRC6,BIRC6,ortholog_one2one,1
BLK,BLK,ortholog_one2one,1
BLM,BLM,ortholog_one2one,1
BLMH,BLMH,ortholog_one2one,1
BLNK,BLNK,ortholog_one2one,1
BLOC1S4,BLOC1S4,ortholog_one2one,1
BLOC1S5,BLOC1S5,ortholog_one2one,1
BLVRA,BLVRA,ortholog_one2one,1
BLVRB,BLVRB,ortholog_one2one,1
BLZF1,BLZF1,ortholog_one2one,1
BMP2K,BMP2K,ortholog_one2one,1
BMPR2,BMPR2,ortholog_one2one,1
BMS1,BMS1,ortholog_one2one,1
BMX,BMX,ortholog_one2one,1
BNIP1,BNIP1,ortholog_one2one,1
BOD1L,BOD1L1,ortholog_one2one,1
BOK,BOK,ortholog_one2one,1
BOLA1,BOLA1,ortholog_one2one,1
BOLA2,BOLA2,ortholog_one2many,1
BOLA2,BOLA2B,ortholog_one2many,1
BOLA3,BOLA3,ortholog_one2one,1
BOP1,BOP1,ortholog_one2one,1
BPGM,BPGM,ortholog_one2one,1
BPHL,BPHL,ortholog_one2one,1
BPNT1,BPNT1,ortholog_one2one,1
BPTF,BPTF,ortholog_one2one,1
BRAF,BRAF,ortholog_one2one,1
BRAP,BRAP,ortholog_one2one,1
BRAT1,BRAT1,ortholog_one2one,1
BRCC3,BRCC3,ortholog_one2many,1
BRD1,BRD1,ortholog_one2one,1
BRD2,BRD2,ortholog_one2one,1
BRD3,BRD3,ortholog_one2one,1
BRD4,BRD4,ortholog_one2one,1
BRD7,BRD7,ortholog_one2one,1
BRD9,BRD9,ortholog_one2one,1
BRF1,BRF1,ortholog_one2one,1
BRI3BP,BRI3BP,ortholog_one2one,1
BRINP1,BRINP1,ortholog_one2one,1
BRIX1,BRIX1,ortholog_one2one,1
BRK1,BRK1,ortholog_one2one,1
BRMS1L,BRMS1L,ortholog_one2one,1
BROX,BROX,ortholog_one2one,1
BRSK1,BRSK1,ortholog_one2one,1
BRSK2,BRSK2,ortholog_one2one,1
BSG,BSG,ortholog_one2one,1
BSN,BSN,ortholog_one2one,1
BSPRY,BSPRY,ortholog_one2one,1
BST1,BST1,ortholog_one2one,1
BTAF1,BTAF1,ortholog_one2one,1
BTBD1,BTBD1,ortholog_one2one,1
BTBD10,BTBD10,ortholog_one2one,1
BTBD17,BTBD17,ortholog_one2one,1
BTBD2,BTBD2,ortholog_one2one,1
BTD,BTD,ortholog_one2one,1
BTK,BTK,ortholog_one2one,1
BTLA,BTLA,ortholog_one2one,1
BTNL9,BTNL9,ortholog_one2one,1
BUB3,BUB3,ortholog_one2one,1
BUD31,BUD31,ortholog_one2one,1
BZW1,BZW1,ortholog_one2one,1
BZW2,BZW2,ortholog_one2one,1
C1QBP,C1QBP,ortholog_one2one,1
C1QL1,C1QL1,ortholog_one2one,1
C1RL,C1RL,ortholog_one2one,1
C2CD2,C2CD2,ortholog_one2one,1
C2CD2L,C2CD2L,ortholog_one2one,1
C2CD5,C2CD5,ortholog_one2one,1
C3,C3,ortholog_one2one,1
C4B,C4A,ortholog_many2many,1
C4B,C4B,ortholog_many2many,1
C6,C6,ortholog_one2one,1
C7,C7,ortholog_one2one,1
C8A,C8A,ortholog_one2one,1
C8B,C8B,ortholog_one2one,1
C8G,C8G,ortholog_one2one,1
CAAP1,CAAP1,ortholog_one2one,1
CAB39,CAB39,ortholog_one2one,1
CAB39L,CAB39L,ortholog_one2one,1
CABLES2,CABLES2,ortholog_one2one,1
CACNA1A,CACNA1A,ortholog_one2one,1
CACNA1B,CACNA1B,ortholog_one2one,1
CACNA1C,CACNA1C,ortholog_one2one,1
CACNA1E,CACNA1E,ortholog_one2one,1
CACNA1G,CACNA1G,ortholog_one2one,1
CACNA1I,CACNA1I,ortholog_one2one,1
CACNA1S,CACNA1S,ortholog_one2one,1
CACNA2D1,CACNA2D1,ortholog_one2one,1
CACNA2D3,CACNA2D3,ortholog_one2one,1
CACNB1,CACNB1,ortholog_one2one,1
CACNB2,CACNB2,ortholog_one2one,1
CACNB4,CACNB4,ortholog_one2one,1
CACNG1,CACNG1,ortholog_one2one,1
CACNG2,CACNG2,ortholog_one2one,1
CACNG5,CACNG5,ortholog_one2one,1
CACUL1,CACUL1,ortholog_one2one,1
CACYBP,CACYBP,ortholog_one2one,1
CAD,CAD,ortholog_one2one,1
CADM1,CADM1,ortholog_one2one,1
CADM2,CADM2,ortholog_one2one,1
CADM3,CADM3,ortholog_one2one,1
CADM4,CADM4,ortholog_one2one,1
CADPS2,CADPS2,ortholog_one2one,1
CALB1,CALB1,ortholog_one2one,1
CALB2,CALB2,ortholog_one2one,1
CALCOCO1,CALCOCO1,ortholog_one2one,1
CALCRL,CALCRL,ortholog_one2one,1
CALD1,CALD1,ortholog_one2one,1
CALML4,CALML4,ortholog_one2one,1
CALR,CALR,ortholog_one2one,1
CAMK1,CAMK1,ortholog_one2one,1
CAMK1D,CAMK1D,ortholog_one2one,1
CAMK2A,CAMK2A,ortholog_one2one,1
CAMK2B,CAMK2B,ortholog_one2one,1
CAMK2G,CAMK2G,ortholog_one2one,1
CAMKK1,CAMKK1,ortholog_one2one,1
CAMKK2,CAMKK2,ortholog_one2one,1
CAMKMT,CAMKMT,ortholog_one2one,1
CAMKV,CAMKV,ortholog_one2one,1
CAMP,CAMP,ortholog_one2one,1
CAMSAP1,CAMSAP1,ortholog_one2one,1
CAMSAP2,CAMSAP2,ortholog_one2one,1
CAMSAP3,CAMSAP3,ortholog_one2one,1
CAMTA1,CAMTA1,ortholog_one2one,1
CAMTA2,CAMTA2,ortholog_one2one,1
CAND1,CAND1,ortholog_one2one,1
CAND2,CAND2,ortholog_one2one,1
CANX,CANX,ortholog_one2one,1
CAP1,CAP1,ortholog_one2one,1
CAP2,CAP2,ortholog_one2one,1
CAPG,CAPG,ortholog_one2one,1
CAPN1,CAPN1,ortholog_one2one,1
CAPN2,CAPN2,ortholog_one2one,1
CAPN3,CAPN3,ortholog_one2one,1
CAPN5,CAPN5,ortholog_one2one,1
CAPN7,CAPN7,ortholog_one2one,1
CAPNS1,CAPNS1,ortholog_one2one,1
CAPRIN1,CAPRIN1,ortholog_one2one,1
CAPZA1,CAPZA1,ortholog_one2many,1
CAPZA2,CAPZA2,ortholog_one2one,1
CAPZB,CAPZB,ortholog_one2one,1
CARD11,CARD11,ortholog_one2one,1
CARD6,CARD6,ortholog_one2one,1
CARD9,CARD9,ortholog_one2one,1
CARHSP1,CARHSP1,ortholog_one2one,1
CARM1,CARM1,ortholog_one2one,1
CARS2,CARS2,ortholog_one2one,1
CASD1,CASD1,ortholog_one2one,1
CASK,CASK,ortholog_one2one,1
CASKIN1,CASKIN1,ortholog_one2one,1
CASKIN2,CASKIN2,ortholog_one2one,1
CASP1,CASP1,ortholog_one2many,1
CASP1,CARD16,ortholog_one2many,0
CASP2,CASP2,ortholog_one2one,1
CASP3,CASP3,ortholog_one2one,1
CASP6,CASP6,ortholog_one2one,1
CASP7,CASP7,ortholog_one2one,1
CASP8,CASP8,ortholog_one2one,1
CASP9,CASP9,ortholog_one2one,1
CASQ2,CASQ2,ortholog_one2one,1
CASS4,CASS4,ortholog_one2one,1
CAST,CAST,ortholog_one2one,1
CAT,CAT,ortholog_one2one,1
CAV1,CAV1,ortholog_one2one,1
CAV2,CAV2,ortholog_one2one,1
CBFA2T3,CBFA2T3,ortholog_one2one,1
CBFB,CBFB,ortholog_one2one,1
CBL,CBL,ortholog_one2one,1
CBLB,CBLB,ortholog_one2one,1
CBLN3,CBLN3,ortholog_one2one,1
CBR3,CBR3,ortholog_one2one,1
CBR4,CBR4,ortholog_one2one,1
CBS,CBS,ortholog_one2one,1
CBX1,CBX1,ortholog_one2one,1
CBX3,CBX3,ortholog_one2one,1
CBX5,CBX5,ortholog_one2one,1
CC2D1B,CC2D1B,ortholog_one2one,1
CCAR1,CCAR1,ortholog_one2one,1
CCAR2,CCAR2,ortholog_one2one,1
CCDC117,CCDC117,ortholog_one2one,1
CCDC12,CCDC12,ortholog_one2one,1
CCDC127,CCDC127,ortholog_one2one,1
CCDC136,CCDC136,ortholog_one2one,1
CCDC141,CCDC141,ortholog_one2one,1
CCDC149,CCDC149,ortholog_one2one,1
CCDC170,CCDC170,ortholog_one2one,1
CCDC177,CCDC177,ortholog_one2one,1
CCDC22,CCDC22,ortholog_one2one,1
CCDC25,CCDC25,ortholog_one2one,1
CCDC28A,CCDC28A,ortholog_one2one,1
CCDC30,CCDC30,ortholog_one2one,0
CCDC40,CCDC40,ortholog_one2one,1
CCDC47,CCDC47,ortholog_one2one,1
CCDC50,CCDC50,ortholog_one2one,1
CCDC51,CCDC51,ortholog_one2one,1
CCDC69,CCDC69,ortholog_one2one,0
CCDC71,CCDC71,ortholog_one2one,1
CCDC77,CCDC77,ortholog_one2one,1
CCDC85A,CCDC85A,ortholog_one2one,1
CCDC85B,CCDC85B,ortholog_one2one,1
CCDC86,CCDC86,ortholog_one2one,1
CCDC88A,CCDC88A,ortholog_one2one,1
CCDC88B,CCDC88B,ortholog_one2one,1
CCDC91,CCDC91,ortholog_one2one,1
CCDC92,CCDC92,ortholog_one2one,1
CCDC93,CCDC93,ortholog_one2one,1
CCIN,CCIN,ortholog_one2one,1
CCKAR,CCKAR,ortholog_one2one,1
CCM2,CCM2,ortholog_one2one,1
CCNB1,CCNB1,ortholog_one2one,1
CCNB2,CCNB2,ortholog_one2one,1
CCND3,CCND3,ortholog_one2one,1
CCNH,CCNH,ortholog_one2one,1
CCNL1,CCNL1,ortholog_one2one,1
CCNT1,CCNT1,ortholog_one2one,1
CCNT2,CCNT2,ortholog_one2one,1
CCNY,CCNY,ortholog_one2one,1
CCNYL1,CCNYL1,ortholog_one2one,1
CCP110,CCP110,ortholog_one2one,1
CCPG1,CCPG1,ortholog_one2one,1
CCS,CCS,ortholog_one2one,1
CCSAP,CCSAP,ortholog_one2one,1
CCT2,CCT2,ortholog_one2one,1
CCT3,CCT3,ortholog_one2one,1
CCT4,CCT4,ortholog_one2one,1
CCT5,CCT5,ortholog_one2one,1
CCT6A,CCT6A,ortholog_one2one,1
CCT7,CCT7,ortholog_one2one,1
CCT8,CCT8,ortholog_one2one,1
CCZ1,CCZ1,ortholog_one2many,1
CCZ1,CCZ1B,ortholog_one2many,1
CD151,CD151,ortholog_one2one,1
CD209D,CD209,ortholog_one2many,0
CD248,CD248,ortholog_one2one,1
CD274,CD274,ortholog_one2one,1
CD34,CD34,ortholog_one2one,1
CD36,CD36,ortholog_one2one,1
CD38,CD38,ortholog_one2one,1
CD44,CD44,ortholog_one2one,1
CD47,CD47,ortholog_one2one,1
CD48,CD48,ortholog_one2one,0
CD5L,CD5L,ortholog_one2one,1
CD9,CD9,ortholog_one2one,1
CD93,CD93,ortholog_one2one,1
CD99L2,CD99L2,ortholog_one2one,1
CDA,CDA,ortholog_one2one,1
CDAN1,CDAN1,ortholog_one2one,1
CDC123,CDC123,ortholog_one2one,1
CDC16,CDC16,ortholog_one2one,1
CDC20,CDC20,ortholog_one2one,1
CDC23,CDC23,ortholog_one2one,1
CDC27,CDC27,ortholog_one2one,1
CDC34,CDC34,ortholog_one2many,1
CDC37,CDC37,ortholog_one2one,1
CDC37L1,CDC37L1,ortholog_one2one,1
CDC40,CDC40,ortholog_one2one,1
CDC42,CDC42,ortholog_one2one,1
CDC42BPA,CDC42BPA,ortholog_one2one,1
CDC42BPB,CDC42BPB,ortholog_one2one,1
CDC42BPG,CDC42BPG,ortholog_one2one,1
CDC42EP4,CDC42EP4,ortholog_one2one,1
CDC5L,CDC5L,ortholog_one2many,1
CDC6,CDC6,ortholog_one2one,1
CDC73,CDC73,ortholog_one2one,1
CDCA2,CDCA2,ortholog_one2one,1
CDCA7L,CDCA7L,ortholog_one2one,1
CDH1,CDH1,ortholog_one2one,1
CDIP1,CDIP1,ortholog_one2one,1
CDK11B,CDK11A,ortholog_one2many,1
CDK11B,CDK11B,ortholog_one2many,1
CDK12,CDK12,ortholog_one2one,1
CDK13,CDK13,ortholog_one2one,1
CDK14,CDK14,ortholog_one2one,1
CDK16,CDK16,ortholog_one2one,1
CDK17,CDK17,ortholog_one2one,1
CDK18,CDK18,ortholog_one2one,1
CDK19,CDK19,ortholog_one2one,1
CDK2,CDK2,ortholog_one2one,1
CDK4,CDK4,ortholog_one2one,1
CDK5,CDK5,ortholog_one2one,1
CDK5R1,CDK5R1,ortholog_one2one,1
CDK5RAP3,CDK5RAP3,ortholog_one2one,1
CDK6,CDK6,ortholog_one2one,1
CDK9,CDK9,ortholog_one2one,1
CDKAL1,CDKAL1,ortholog_one2one,1
CDKN1B,CDKN1B,ortholog_one2one,1
CDKN2AIP,CDKN2AIP,ortholog_one2one,1
CDKN2C,CDKN2C,ortholog_one2one,1
CDO1,CDO1,ortholog_one2one,1
CDS1,CDS1,ortholog_one2one,1
CDT1,CDT1,ortholog_one2one,1
CDYL,CDY1,ortholog_one2many,0
CDYL,CDY1B,ortholog_one2many,0
CDYL,CDY2A,ortholog_one2many,0
CDYL,CDY2B,ortholog_one2many,0
CDYL2,CDYL2,ortholog_one2one,1
CEBPB,CEBPB,ortholog_one2one,1
CEBPZ,CEBPZ,ortholog_one2one,1
CELA1,CELA1,ortholog_one2one,1
CELF1,CELF1,ortholog_one2one,1
CELF2,CELF2,ortholog_one2one,1
CELF3,CELF3,ortholog_one2one,1
CELF4,CELF4,ortholog_one2one,1
CELF5,CELF5,ortholog_one2one,1
CELSR2,CELSR2,ortholog_one2one,1
CENPK,CENPK,ortholog_one2one,1
CENPM,CENPM,ortholog_one2one,1
CENPV,CENPV,ortholog_one2one,1
CEP104,CEP104,ortholog_one2one,1
CEP120,CEP120,ortholog_one2one,1
CEP128,CEP128,ortholog_one2one,1
CEP135,CEP135,ortholog_one2one,1
CEP152,CEP152,ortholog_one2one,1
CEP170,CEP170,ortholog_one2one,1
CEP170B,CEP170B,ortholog_one2one,1
CEP192,CEP192,ortholog_one2one,1
CEP41,CEP41,ortholog_one2one,1
CEP85,CEP85,ortholog_one2one,1
CEP97,CEP97,ortholog_one2one,1
CES1D,CES1,ortholog_one2many,1
CES2A,CES2,ortholog_one2many,1
CES2C,CES2,ortholog_one2many,1
CES2E,CES2,ortholog_one2many,1
CES2G,CES2,ortholog_one2many,1
CES3A,CES3,ortholog_one2many,1
CES3B,CES3,ortholog_one2many,1
CFB,CFB,ortholog_one2one,1
CFD,CFD,ortholog_one2one,1
CFI,CFI,ortholog_one2one,1
CFL1,CFL1,ortholog_one2one,1
CFL2,CFL2,ortholog_one2one,1
CFP,CFP,ortholog_one2one,1
CGGBP1,CGGBP1,ortholog_one2one,1
CGN,CGN,ortholog_one2one,1
CGNL1,CGNL1,ortholog_one2one,1
CGRRF1,CGRRF1,ortholog_one2one,1
CHAF1A,CHAF1A,ortholog_one2one,1
CHAF1B,CHAF1B,ortholog_one2one,1
CHAMP1,CHAMP1,ortholog_one2one,1
CHAT,CHAT,ortholog_one2one,1
CHCHD2,CHCHD2,ortholog_one2one,1
CHCHD3,CHCHD3,ortholog_one2one,1
CHCHD6,CHCHD6,ortholog_one2one,1
CHCHD7,CHCHD7,ortholog_one2one,1
CHD1,CHD1,ortholog_one2one,1
CHD1L,CHD1L,ortholog_one2one,1
CHD2,CHD2,ortholog_one2one,1
CHD3,CHD3,ortholog_one2one,1
CHD4,CHD4,ortholog_one2one,1
CHD8,CHD8,ortholog_one2one,1
CHDH,CHDH,ortholog_one2one,1
CHEK2,CHEK2,ortholog_one2one,1
CHERP,CHERP,ortholog_one2one,1
CHIC2,CHIC2,ortholog_one2one,1
CHID1,CHID1,ortholog_one2one,1
CHIL3,CHIA,ortholog_one2many,1
CHKB,CHKB,ortholog_one2one,1
CHL1,CHL1,ortholog_one2one,1
CHM,CHM,ortholog_one2one,1
CHMP3,CHMP3,ortholog_one2one,1
CHMP5,CHMP5,ortholog_one2one,1
CHMP6,CHMP6,ortholog_one2one,1
CHN1,CHN1,ortholog_one2one,1
CHN2,CHN2,ortholog_one2one,1
CHORDC1,CHORDC1,ortholog_one2one,1
CHPT1,CHPT1,ortholog_one2one,1
CHRAC1,CHRAC1,ortholog_one2one,1
CHRM2,CHRM2,ortholog_one2one,1
CHRNA4,CHRNA4,ortholog_one2one,1
CHTF18,CHTF18,ortholog_one2one,1
CHTF8,CHTF8,ortholog_one2one,1
CHUK,CHUK,ortholog_one2one,1
CHURC1,CHURC1,ortholog_one2one,1
CIAO1,CIAO1,ortholog_one2one,1
CIAPIN1,CIAPIN1,ortholog_one2one,1
CIB1,CIB1,ortholog_one2one,1
CIC,CIC,ortholog_one2one,1
CIDEA,CIDEA,ortholog_one2one,1
CIDEB,CIDEB,ortholog_one2one,1
CIDEC,CIDEC,ortholog_one2one,1
CIR1,CIR1,ortholog_one2one,1
CISD1,CISD1,ortholog_one2one,1
CISD2,CISD2,ortholog_one2one,1
CISD3,CISD3,ortholog_one2one,1
CIT,CIT,ortholog_one2one,1
CIZ1,CIZ1,ortholog_one2one,1
CKAP4,CKAP4,ortholog_one2one,1
CKAP5,CKAP5,ortholog_one2one,1
CKB,CKB,ortholog_one2one,1
CKM,CKM,ortholog_one2one,1
CKMT1,CKMT1A,ortholog_one2many,1
CKMT1,CKMT1B,ortholog_one2many,1
CKMT2,CKMT2,ortholog_one2one,1
CLASP1,CLASP1,ortholog_one2one,1
CLASP2,CLASP2,ortholog_one2one,1
CLCA1,CLCA1,ortholog_one2one,1
CLCC1,CLCC1,ortholog_one2one,1
CLCN1,CLCN1,ortholog_one2one,1
CLCN2,CLCN2,ortholog_one2one,1
CLCN3,CLCN3,ortholog_one2one,1
CLCN5,CLCN5,ortholog_one2one,1
CLCN6,CLCN6,ortholog_one2one,1
CLCN7,CLCN7,ortholog_one2one,1
CLCNKB,CLCNKA,ortholog_many2many,1
CLCNKB,CLCNKB,ortholog_many2many,1
CLDND1,CLDND1,ortholog_one2one,1
CLEC14A,CLEC14A,ortholog_one2one,1
CLEC16A,CLEC16A,ortholog_one2one,1
CLEC18A,CLEC18A,ortholog_one2many,1
CLEC18A,CLEC18B,ortholog_one2many,1
CLEC18A,CLEC18C,ortholog_one2many,1
CLEC1A,CLEC1A,ortholog_one2one,1
CLEC3B,CLEC3B,ortholog_one2one,1
CLEC4A1,CLEC4A,ortholog_one2one,1
CLIC1,CLIC1,ortholog_one2one,1
CLIC3,CLIC3,ortholog_one2one,1
CLIC4,CLIC4,ortholog_one2one,1
CLIC5,CLIC5,ortholog_one2one,0
CLIC6,CLIC6,ortholog_one2one,1
CLINT1,CLINT1,ortholog_one2one,1
CLIP1,CLIP1,ortholog_one2one,1
CLIP2,CLIP2,ortholog_one2one,1
CLIP3,CLIP3,ortholog_one2one,1
CLK3,CLK3,ortholog_one2one,1
CLMN,CLMN,ortholog_one2one,1
CLP1,CLP1,ortholog_one2one,1
CLPB,CLPB,ortholog_one2one,1
CLPTM1,CLPTM1,ortholog_one2one,1
CLPX,CLPX,ortholog_one2one,1
CLTA,CLTA,ortholog_one2one,1
CLTB,CLTB,ortholog_one2one,1
CLTC,CLTC,ortholog_one2one,1
CLUH,CLUH,ortholog_one2one,1
CLYBL,CLYBL,ortholog_one2one,1
CMA1,CMA1,ortholog_one2one,1
CMAS,CMAS,ortholog_one2one,1
CMBL,CMBL,ortholog_one2one,1
CMC1,CMC1,ortholog_one2one,1
CMIP,CMIP,ortholog_one2one,1
CMPK1,CMPK1,ortholog_one2one,1
CMPK2,CMPK2,ortholog_one2one,1
CMSS1,CMSS1,ortholog_one2one,1
CMTM3,CMTM3,ortholog_one2one,1
CMTM5,CMTM5,ortholog_one2one,1
CMTM7,CMTM7,ortholog_one2one,1
CMTR1,CMTR1,ortholog_one2one,1
CMYA5,CMYA5,ortholog_one2one,1
CNBP,CNBP,ortholog_one2one,1
CNDP2,CNDP2,ortholog_one2one,1
CNEP1R1,CNEP1R1,ortholog_one2one,1
CNIH1,CNIH1,ortholog_one2one,1
CNIH3,CNIH3,ortholog_one2one,1
CNKSR1,CNKSR1,ortholog_one2one,1
CNKSR2,CNKSR2,ortholog_one2one,1
CNN1,CNN1,ortholog_one2one,1
CNN2,CNN2,ortholog_one2one,1
CNN3,CNN3,ortholog_one2one,1
CNNM1,CNNM1,ortholog_one2one,1
CNNM2,CNNM2,ortholog_one2one,1
CNNM3,CNNM3,ortholog_one2one,1
CNOT1,CNOT1,ortholog_one2one,1
CNOT10,CNOT10,ortholog_one2one,1
CNOT2,CNOT2,ortholog_one2one,1
CNOT4,CNOT4,ortholog_one2one,1
CNOT8,CNOT8,ortholog_one2one,1
CNP,CNP,ortholog_one2one,1
CNST,CNST,ortholog_one2one,1
CNTN1,CNTN1,ortholog_one2one,1
CNTN2,CNTN2,ortholog_one2one,1
CNTNAP1,CNTNAP1,ortholog_one2one,1
CNTNAP2,CNTNAP2,ortholog_one2one,1
CNTRL,CNTRL,ortholog_one2one,1
COA6,COA6,ortholog_one2one,0
